slurm-3473670.out:DATA, 2515125.699000, Processes, 2
slurm-3473671.out:DATA, 1173145.376000, Processes, 4
slurm-3473672.out:DATA, 699580.335000, Processes, 8
slurm-3473673.out:DATA, 2621658.187000, Processes, 2
slurm-3473674.out:DATA, 1303101.348000, Processes, 4
slurm-3473675.out:DATA, 657121.647000, Processes, 8
slurm-3473676.out:DATA, 357281.198000, Processes, 16
slurm-3473677.out:DATA, 956277.283000, Processes, 4
slurm-3473678.out:DATA, 791871.109000, Processes, 8
slurm-3473679.out:DATA, 525066.718000, Processes, 16
slurm-3473681.out:DATA, 191702.499000, Processes, 32
slurm-3473682.out:DATA, 690807.418000, Processes, 8
slurm-3473683.out:DATA, 448960.845000, Processes, 16
slurm-3473684.out:DATA, 248124.174000, Processes, 32
slurm-3473685.out:DATA, 144866.081000, Processes, 64
slurm-3473686.out:DATA, 2613869.175000, Processes, 2
slurm-3473687.out:DATA, 1202454.067000, Processes, 4
slurm-3473688.out:DATA, 745537.015000, Processes, 8
slurm-3473689.out:DATA, 2350236.870000, Processes, 2
slurm-3473690.out:DATA, 1374552.511000, Processes, 4
slurm-3473691.out:DATA, 816953.685000, Processes, 8
slurm-3473693.out:DATA, 477210.790000, Processes, 16
slurm-3473694.out:DATA, 1359180.009000, Processes, 4
slurm-3473695.out:DATA, 752612.543000, Processes, 8
slurm-3473696.out:DATA, 291434.376000, Processes, 16
slurm-3473697.out:DATA, 247376.261000, Processes, 32
slurm-3473698.out:DATA, 553552.995000, Processes, 8
slurm-3473699.out:DATA, 330654.644000, Processes, 16
slurm-3473700.out:DATA, 243755.131000, Processes, 32
slurm-3473701.out:DATA, 103183.245000, Processes, 64
slurm-3473702.out:DATA, 2874297.922000, Processes, 2
slurm-3473703.out:DATA, 1292322.921000, Processes, 4
slurm-3473704.out:DATA, 802791.575000, Processes, 8
slurm-3473705.out:DATA, 2002251.456000, Processes, 2
slurm-3473706.out:DATA, 1265150.015000, Processes, 4
slurm-3473707.out:DATA, 1194144.255000, Processes, 8
slurm-3473708.out:DATA, 363182.276000, Processes, 16
slurm-3473709.out:DATA, 1235482.638000, Processes, 4
slurm-3473710.out:DATA, 508258.844000, Processes, 8
slurm-3473711.out:DATA, 417087.312000, Processes, 16
slurm-3473712.out:DATA, 337423.077000, Processes, 32
slurm-3473713.out:DATA, 677758.879000, Processes, 8
slurm-3473714.out:DATA, 498697.827000, Processes, 16
slurm-3473715.out:DATA, 244112.499000, Processes, 32
slurm-3473716.out:DATA, 115963.242000, Processes, 64
slurm-3473717.out:DATA, 2357889.782000, Processes, 2
slurm-3473718.out:DATA, 1018390.620000, Processes, 4
slurm-3473719.out:DATA, 802272.542000, Processes, 8
slurm-3473721.out:DATA, 2590392.774000, Processes, 2
slurm-3473722.out:DATA, 1091240.332000, Processes, 4
slurm-3473723.out:DATA, 1196953.553000, Processes, 8
slurm-3473724.out:DATA, 520982.968000, Processes, 16
slurm-3473725.out:DATA, 1331078.178000, Processes, 4
slurm-3473726.out:DATA, 896040.231000, Processes, 8
slurm-3473728.out:DATA, 416745.413000, Processes, 16
slurm-3473729.out:DATA, 197476.966000, Processes, 32
slurm-3473730.out:DATA, 677469.121000, Processes, 8
slurm-3473731.out:DATA, 328374.013000, Processes, 16
slurm-3473732.out:DATA, 216156.234000, Processes, 32
slurm-3473733.out:DATA, 100204.899000, Processes, 64
slurm-3473734.out:DATA, 1881376.698000, Processes, 2
slurm-3473735.out:DATA, 1308346.139000, Processes, 4
slurm-3473736.out:DATA, 678855.759000, Processes, 8
slurm-3473737.out:DATA, 2586425.179000, Processes, 2
slurm-3473738.out:DATA, 1388018.238000, Processes, 4
slurm-3473739.out:DATA, 851752.625000, Processes, 8
slurm-3473740.out:DATA, 535191.049000, Processes, 16
slurm-3473741.out:DATA, 1427595.220000, Processes, 4
slurm-3473742.out:DATA, 561572.937000, Processes, 8
slurm-3473743.out:DATA, 379636.621000, Processes, 16
slurm-3473744.out:DATA, 285582.433000, Processes, 32
slurm-3473745.out:DATA, 770180.327000, Processes, 8
slurm-3473746.out:DATA, 328828.468000, Processes, 16
slurm-3473747.out:DATA, 336001.846000, Processes, 32
slurm-3473748.out:DATA, 148714.996000, Processes, 64
